budget,imdb_id,revenue
200000000,tt0383574,1065659812
55000000,tt0454921,307077295
125000000,tt0382625,767820459
150000000,tt0381061,599045960
120000000,tt0317219,461983149
65000000,tt0416449,422610419
54000000,tt0434409,132511035
35000000,tt0458352,326551094
25000000,tt0449467,135330182
80000000,tt0438097,660940780
40000000,tt0482571,109676311
55000000,tt0450232,65664721
110000000,tt0477347,574480841
50000000,tt0384537,97607453
50000000,tt0401855,111340801
40000000,tt0410297,114830111
12000000,tt0462590,114194847
90000000,tt0407887,289847354
150000000,tt0317919,397850012
100000000,tt0450259,170877916
300000000,tt0449088,961000000
3500000,tt0804507,54947
150000000,tt0373889,938212738
150000000,tt0382932,623722818
70000000,tt0486655,135560026
25000000,tt0477348,171600000
110000000,tt0337978,383531464
258000000,tt0413300,890871626
85000000,tt0461770,340487652
130000000,tt0486576,289047763
110000000,tt0259324,228738393
65000000,tt0443706,84785914
150000000,tt0480249,585349010
15000000,tt0758758,56255142
40000000,tt0758730,41797066
75000000,tt0462538,527068851
20000000,tt0486822,117760134
61000000,tt0822854,95696996
20000000,tt0368794,4001121
185000000,tt0468569,1004558444
37000000,tt1099212,392616625
140000000,tt0371746,585174222
180000000,tt0910970,521311860
130000000,tt0441773,631744560
150000000,tt0421715,333932083
33000000,tt1205489,269958228
75000000,tt0493464,258270008
200000000,tt0830515,586090727
32000000,tt0976051,113019290
45000000,tt0373051,101702060
60000000,tt0494238,57490374
41677699,tt0876563,187479518
55000000,tt0814314,168167691
150000000,tt0800080,163712074
185000000,tt0367882,786636033
20000000,tt1023111,41627431
225000000,tt0499448,419651413
80000000,tt1059786,178066569
85000000,tt0411477,160388063
237000000,tt0499549,2787965087
50000000,tt1259571,709827462
175000000,tt1049413,735099082
90000000,tt0988045,524028679
250000000,tt0417741,933959197
70000000,tt0361748,319131050
150000000,tt0808151,356613439
150000000,tt0796366,385680446
200000000,tt0438488,371353001
130000000,tt0409459,185258983
35000000,tt1119646,459270619
90000000,tt1080016,886686817
5000000,tt1182345,9760104
30000000,tt1127180,90810892
65000000,tt0380510,93525586
200000000,tt1190080,769653595
32000000,tt0898367,27635305
150000000,tt1078912,413106170
30000000,tt1136608,210819611
160000000,tt1375666,825532764
69000000,tt1323594,543513985
68000000,tt1325004,698491347
250000000,tt0926084,954305868
200000000,tt1014759,1025491110
200000000,tt1228705,623933331
28000000,tt1250777,96188903
13000000,tt0947798,327803731
40000000,tt1285016,224920315
80000000,tt1130884,294804195
100000000,tt1243957,278731369
165000000,tt0892769,494878759
125000000,tt0800320,232713139
110000000,tt0429493,177238796
37000000,tt0840361,154026136
8000000,tt1282140,74952305
260000000,tt0398286,591794936
150000000,tt0473075,335154643
20000000,tt1477076,136150434
170000000,tt1104001,400062763
150000000,tt0800369,449326618
93000000,tt1318514,482860185
380000000,tt1298650,1045713802
110000000,tt1324999,712171856
15000000,tt0780504,78054825
125000000,tt1201607,1342000000
140000000,tt0458339,370569774
13000000,tt1675434,426480871
60000000,tt1598778,137551594
200000000,tt1216475,559852396
32000000,tt0945513,147332697
50000000,tt1650062,260095987
90000000,tt1568346,232617430
200000000,tt1133985,219851172
125000000,tt1515091,334615000
50000000,tt1210166,110206216
82000000,tt0978764,89792502
80000000,tt1411697,254455986
40000000,tt1637688,173930596
220000000,tt0848228,1519557910
250000000,tt1345836,1084939099
215000000,tt0948470,752215857
250000000,tt0903624,1021103568
130000000,tt1446714,403170142
120000000,tt1673434,829000000
100000000,tt1853728,425368238
185000000,tt1217209,538983207
130000000,tt1194173,276572938
200000000,tt1074638,1108561013
79000000,tt1397514,355692760
225000000,tt1409024,624026776
25000000,tt1524137,63100000
170000000,tt1735898,396600000
95000000,tt1667889,877244782
50000000,tt1637725,549368315
100000000,tt1764651,312573423
85000000,tt0837562,358375603
70000000,tt1496025,160112671
120000000,tt0454876,609016565
170000000,tt1981115,644571402
150000000,tt2294629,1274219009
250000000,tt1170358,958400000
130000000,tt1951264,847423452
76000000,tt1690953,970761885
225000000,tt0770828,662845518
75000000,tt1670345,117698894
100000000,tt0993846,392000694
200000000,tt1300854,1215439994
13000000,tt1457767,318000141
105000000,tt1454468,716392705
40000000,tt1800241,251171807
105000000,tt1343092,351040419
120000000,tt1483013,286168572
200000000,tt1453405,743559607
46000000,tt1392214,122126687
20000000,tt2024544,187000000
165000000,tt2245084,652105443
20000000,tt2911666,88761661
61000000,tt2267998,369330363
125000000,tt1951265,752100229
170000000,tt2103281,710644566
3300000,tt2582802,13092000
170000000,tt2015381,773328629
165000000,tt0816692,675120017
250000000,tt2310332,956019788
14000000,tt2084970,233555708
34000000,tt1790864,348319861
68000000,tt2713180,211817906
18000000,tt2562232,103215094
125000000,tt1291150,477200000
40000000,tt2872732,126546825
180000000,tt1587310,758539785
132000000,tt1911658,373552094
210000000,tt2109248,1091405097
8500000,tt2872718,38697217
74000000,tt2293640,1156730962
155000000,tt1340138,440603537
49000000,tt1823672,104399548
110000000,tt2126355,470490832
280000000,tt2395427,1405403694
245000000,tt2488496,2068223624
108000000,tt3659388,630161890
110000000,tt2908446,295238201
88000000,tt2120120,243637091
40000000,tt2322441,571006128
150000000,tt0369610,1513528810
175000000,tt2096673,857611174
160000000,tt1951266,653428261
190000000,tt1964418,209154322
81000000,tt2802144,414351546
176000003,tt1617661,183987723
26000000,tt2140379,30523226
245000000,tt2379713,880674609
95000000,tt1661199,543514353
130000000,tt0478970,519311965
58000000,tt1431045,783112979
250000000,tt2975590,873260194
250000000,tt3498820,1153304495
47000000,tt2543164,203388186
165000000,tt1211837,677718395
180000000,tt3183660,809342332
9000000,tt4972582,278304578
150000000,tt2948356,1023784195
200000000,tt3748528,1056057273
30000000,tt3783958,445435700
40000000,tt2119532,175302354
178000000,tt3385516,543934787
175000000,tt1386697,745600054
110000000,tt1355644,303144152
110000000,tt3410834,179246868
110000000,tt1935859,296485719
20000000,tt2674426,207945075
85000000,tt0343737,59908565
45000000,tt0454848,184376254
75000000,tt0385880,140175006
25000000,tt0414982,117719158
85000000,tt0413895,144000000
12000000,tt0479884,42931041
82500000,tt0389860,237681299
8700000,tt0405296,7659918
50000000,tt0396171,132180323
19000000,tt0457430,83258226
270000000,tt0348150,391081192
30000000,tt0420223,53653224
35000000,tt0414993,15304890
2000000,tt0405094,70000000
85000000,tt0457939,194168700
100000000,tt0366548,384335608
80000000,tt0327084,343397247
85000000,tt0496806,311312624
51500000,tt0765443,55112356
20000000,tt0829482,121463226
60000000,tt0952640,361366633
130000000,tt0465234,457363168
160000000,tt0413267,798958165
15000,tt1179904,193355800
15000000,tt0463854,64238440
24000000,tt0465494,99965753
25000000,tt1028528,25037897
25000000,tt0499556,40452643
45000000,tt0825232,175372502
175000000,tt0413099,173000000
12000000,tt0425112,80573774
150000000,tt0389790,287594577
30000000,tt0478311,219076518
15000000,tt0427309,30226144
145000000,tt0859163,401128639
150000000,tt0479952,603900354
37000000,tt0887883,163720069
150000000,tt0448157,624029371
15000000,tt0780536,34533783
30000000,tt1129442,108979549
25000000,tt0936501,226830568
10800000,tt1132626,113857533
35000000,tt0478087,69823199
92000000,tt0942385,188072649
50000000,tt0462499,113244290
230000,tt1172570,2260712
80000000,tt0970416,233093859
15000000,tt1010048,377910544
150000000,tt0397892,309979994
30000000,tt0800039,105173115
22000000,tt0988047,23530831
30000000,tt0443701,68369434
100000000,tt0844471,242988466
30000000,tt0472033,48428063
200000000,tt1067106,325233863
11000000,tt1233227,68233629
23600000,tt1156398,102391382
53000000,tt1197624,126690726
105000000,tt0780521,267045765
19000000,tt0758746,91379051
80000000,tt0986263,122444772
20000000,tt1121931,34560577
13000000,tt1132620,109421911
14000000,tt0971209,22852638
38000000,tt1142988,205298907
175000000,tt1046173,302469017
35000000,tt0834001,91353501
7000000,tt1019452,31430334
15000000,tt0881891,40105542
45000000,tt0775552,57881056
65000000,tt1231583,211780824
200000000,tt0435761,1066969703
50000000,tt1212419,105197635
80000000,tt1320253,274470394
26000000,tt1038686,67918658
60000000,tt0879870,204594016
130000000,tt1001526,321887208
1500000,tt1591095,97009150
40000000,tt1424381,126248813
150000000,tt0963966,215283742
18000000,tt1542344,35692920
25000000,tt0964517,93617009
110000000,tt0944835,293329073
6000000,tt1436045,17555141
15000000,tt1504320,414211549
58000000,tt1245526,71664962
60000000,tt0446029,47664559
165000000,tt0892791,752600867
35000000,tt0905372,28128670
145000000,tt1229238,694713380
35000000,tt1499658,117000000
27000000,tt1219289,161849455
57000000,tt1071875,149217355
163000000,tt0409847,174822325
110000000,tt0433035,299268508
40000000,tt0472399,51070807
6500000,tt1723811,17693675
42000000,tt1486185,89162162
170000000,tt0970179,185770160
135000000,tt1192628,245724603
60000000,tt0822847,78309131
40000000,tt0479997,88100000
130000000,tt0448694,554987477
1100000,tt1899353,4105187
36000000,tt0377981,189712432
66000000,tt1448755,57777106
75000000,tt1392170,691210692
150000000,tt1646987,301000000
60000000,tt0790724,218340595
21000000,tt1045658,205738714
125000000,tt1386703,198802074
20000000,tt1925431,4636169
85000000,tt1667353,183018522
31000000,tt1907668,161772375
61000000,tt1707386,441809770
40000000,tt1790885,132820716
45000000,tt1397280,376141306
209000000,tt1440129,303025485
15000000,tt1706593,145000000
70000000,tt1482459,348840316
50000000,tt1343727,41037742
30000000,tt1259521,66486080
165000000,tt1772341,471222889
13000000,tt1659337,33400000
145000000,tt1277953,746921274
42000000,tt1232829,201585328
40000000,tt1091191,149295601
190000000,tt1408101,467365246
23000000,tt1798709,47351251
60000000,tt1538403,90565421
200000000,tt0816711,531865000
5000000,tt2101441,31724284
12000000,tt2194499,87100449
50000000,tt1211956,122915111
70000000,tt2302755,161025640
135000000,tt0481499,585178928
20000000,tt0795461,78378744
30000000,tt1321511,4861022
135000000,tt1860353,282570682
37000000,tt1723121,269994119
115000000,tt1535108,286140700
39200000,tt1706620,86758912
61000000,tt1272878,131940411
12000000,tt1663207,265452
85000000,tt1840309,288747895
127000000,tt2692250,349424282
250000000,tt1877832,747862775
65000000,tt0458481,39407616
42000000,tt2170439,107670357
200000000,tt1872181,705717432
55000000,tt0455944,192330738
58800000,tt2179136,542307423
178000000,tt1631867,370541256
40000000,tt1956620,126069509
145000000,tt1646971,609123048
48000000,tt2446042,325771424
140000000,tt1528100,268031828
28000000,tt0365907,53181600
100000000,tt1267297,243400000
15000000,tt1972571,31554855
5500000,tt2397535,3000000
70000000,tt0829150,215529201
65000000,tt1823664,133821816
68000000,tt2637276,217022588
61000000,tt4046784,311256926
2000000,tt3235888,14674076
190000000,tt2820852,1506249360
150000000,tt1392190,378858340
44000000,tt3460252,155760117
15000000,tt0470752,36869414
30000000,tt1798684,91709827
135000000,tt1663202,532950503
30000000,tt3397884,84025816
10000000,tt3072482,14333790
20000000,tt1895587,88346473
35000000,tt3152624,140795793
150000000,tt2381249,682330139
50000000,tt2199571,71561644
70000000,tt2717822,17752940
40000000,tt3682448,165478348
55000000,tt2554274,74679822
165000000,tt1628841,389681935
160000000,tt0803096,433677183
30000000,tt2261287,2351359
35000000,tt3717252,81093313
200000000,tt2277860,1028570889
12000000,tt3741834,140302754
75000000,tt3470600,632443719
25000000,tt4846340,230698791
125000000,tt3095734,64493915
120000000,tt4196776,415484914
12000000,tt2582782,37589296
90000000,tt3110958,334901337
110000000,tt1860357,121790373
50000000,tt3799694,62788218
60000000,tt3393786,162146076
19000000,tt1700841,140705322
175000000,tt3040964,966550600
7000000,tt1974419,1333124
40000000,tt0443543,86915017
20000000,tt0475944,37597471
10000000,tt0489270,163876815
27000000,tt0425210,56308881
76000000,tt0206634,69959751
75000000,tt0453467,180557550
40000000,tt0397313,120455994
40000000,tt0450345,38755073
19000000,tt0498380,68673228
18000000,tt0443453,261572744
85000000,tt0400717,197309027
70000000,tt0406816,55011732
135000000,tt0430357,163794509
40000000,tt0457495,23937870
15000000,tt0454841,69623713
60000000,tt0443632,77920346
50000000,tt0381971,69834815
160000,tt0907657,20710513
100000000,tt0765429,266465037
1500000,tt1038988,30448000
50000000,tt0427327,90450008
25000000,tt0450385,94679598
70000000,tt0442933,195735876
70000000,tt0440963,442824138
10000000,tt0890870,139352633
18000000,tt0292963,25005257
8000000,tt0804516,7766240
30000000,tt0431308,156835339
45000000,tt0446013,30822861
30000000,tt0389722,75505973
16000000,tt0838221,24377151
180000000,tt0385752,372234864
30000000,tt0483607,22211426
60000000,tt0420238,50877145
55000000,tt0824747,113020255
25000000,tt1060277,170764026
60000000,tt0765476,50650079
20500000,tt0450314,10089373
75000000,tt0985699,200276000
27000000,tt0910936,101624843
105000000,tt0443649,266000000
15000000,tt0887912,42000000
70000000,tt1068680,225990978
90000000,tt0960144,201596308
40000000,tt1001508,177259441
175000000,tt0892782,381509870
50000000,tt0448011,155446362
75000000,tt1231580,443140005
40000000,tt1144884,186167139
39000000,tt0452694,101229792
50000000,tt1034032,40828540
13000000,tt1191111,754249
20000000,tt0913354,22942221
16000000,tt1028532,47801389
60000000,tt0327597,124596398
75000000,tt1201167,61458982
100000000,tt1111422,150166126
15000000,tt1178663,35097815
20000000,tt0974661,136267476
30000000,tt1054606,64352607
100000000,tt0477080,167805466
155000000,tt0980970,415686217
15000000,tt1196141,75700498
200000000,tt0955308,310669540
47000000,tt0485947,3547209
117000000,tt1013743,261930431
95000000,tt0814255,226497209
100000000,tt0970866,310650585
80000000,tt1037705,157107755
38000000,tt1403865,252276927
32000000,tt1135084,69055695
3500000,tt1120985,16566240
15000000,tt1334260,9455232
20000000,tt1226753,45636368
70000000,tt1027718,134748021
40000000,tt1126618,58785180
47000000,tt1622979,157887643
8000000,tt1306980,39187783
50000000,tt1464540,144492830
40000000,tt1262416,97138686
15000000,tt1655442,133432856
130000000,tt0983193,371940071
75000000,tt0471042,152930623
36000000,tt1674784,9612469
35000000,tt1632708,150483765
100000,tt1549572,1776935
25000000,tt1454029,124272124
20000000,tt1284575,216197492
15774948,tt1297919,741875
150000000,tt1302011,665692281
50000000,tt1570728,142851197
30000000,tt0993842,63782078
30000000,tt1276104,47042000
12000000,tt1636826,100000000
145000000,tt1446192,306941670
260000000,tt0401729,284139100
10000000,tt1433811,3428048
17000000,tt1981677,115350426
30000000,tt1606389,196114570
7000000,tt1915581,167221571
60000000,tt1623288,107139399
3800000,tt2106476,16800000
60000000,tt1430626,118338361
16000000,tt1748122,68263166
3000000,tt1920849,11947954
60000000,tt1374992,8106475
200000000,tt1623205,491868548
180000000,tt1663662,407602906
10900000,tt2404181,16505460
55000000,tt1308729,9489829
195000000,tt1351685,197687603
92000000,tt1606378,304654182
28000000,tt1650554,60700000
6500000,tt1869716,2401510
255000000,tt1210819,89289910
103000000,tt1951261,362000072
35000000,tt1588173,116980662
30000000,tt1939659,82394288
5000000,tt2388715,44030246
110000000,tt1731141,125537191
18000000,tt2334873,99206215
15000000,tt1817273,35485608
30000000,tt2278388,174600318
170000000,tt1843866,714766572
20000000,tt2937898,12007070
55000000,tt1109624,259207227
9000000,tt2975578,108782847
44000000,tt2788710,12342632
16000000,tt2467046,19682924
11000000,tt1355630,78874843
50000000,tt2024469,222809600
125000000,tt1959490,362637473
22000000,tt1726592,15447154
50000000,tt2294449,188441614
18000000,tt2004420,268157400
60000000,tt1490017,469160692
17000000,tt1924435,136621271
28000000,tt2172934,52597999
6500000,tt3322940,255273813
40000000,tt1086772,123494610
100000000,tt1390411,93820758
120000000,tt1502712,167977596
38000000,tt3450650,107597242
5000000,tt4178092,58978653
2500000,tt3605418,6341684
75000000,tt1638355,108145109
37000000,tt3076658,173567581
50000000,tt1528854,242786137
31000000,tt1524930,104384188
29000000,tt2848292,287506194
64000000,tt1754656,97571250
28000000,tt1596363,133346506
28000000,tt1398426,201634991
30000000,tt1850457,105011053
40000000,tt2515034,13644292
35000000,tt1029360,95437994
5000000,tt3567288,98450062
58000000,tt1051904,158162788
22500000,tt4550098,29252978
45000000,tt4572514,50548152
10000000,tt4094724,118587880
20000000,tt1800302,7227038
185000000,tt2660888,343471816
150000000,tt2034800,331957105
9000000,tt4034228,75026965
8575000,tt4016934,1983204
115000000,tt2381991,164602163
125000000,tt1679335,346864462
75000000,tt3062096,220021259
30000000,tt1212428,8574339
60000000,tt4302938,69929545
44000000,tt2140479,155160045
108000000,tt2361317,22678555
105000000,tt3416828,408579038
149000000,tt0424095,64459316
30000000,tt0482546,35078241
45000000,tt0362120,178262620
30000000,tt0387808,495303
160000000,tt0409182,181674817
24000000,tt0479143,155721132
60000000,tt0454824,17800000
40000000,tt0472043,120175290
6000000,tt0455590,48027970
17000000,tt0404390,9500000
90000000,tt0418689,65900249
30000000,tt0370032,31070211
26000000,tt0404203,14821658
50000000,tt0408236,152000000
70000000,tt0435705,76066841
25000000,tt0453451,229736344
70000000,tt0431197,86658558
20000000,tt0477071,84146832
50000000,tt0448134,32017803
3800000,tt0880502,17804565
17000000,tt0374563,2626800
55000000,tt0381849,70016220
30000000,tt0783233,129266061
25000000,tt0465538,92991835
60000000,tt0477051,95673607
18000000,tt0416044,26527510
6000000,tt1125849,44703995
27000000,tt0455538,17286299
11715578,tt1220719,21888598
25000000,tt0852713,70442940
30000000,tt0988595,160259319
15000000,tt0800241,5926410
20000000,tt0800308,20211394
9000000,tt0981227,32973937
20000000,tt1013753,54586584
16000000,tt0430770,50007546
15000000,tt0805570,3533227
20000000,tt0421073,65569869
60000000,tt0822832,244082376
30000000,tt0871426,63833449
70000000,tt0364970,72108608
35000000,tt0790686,72436439
35000000,tt0976238,92219310
80000000,tt1152836,214104620
24000000,tt1234548,68729358
4000000,tt1343097,43498108
17000000,tt1210042,29536299
65000000,tt0375568,44091067
40000000,tt1041829,317375031
40000000,tt0432283,46471023
7500000,tt1022603,60722734
20000000,tt0433362,51416464
40000000,tt1093908,108332743
29000000,tt0878804,309208309
15000000,tt0844708,32721635
45000000,tt0970452,7810000
40000000,tt1155076,357852395
75000000,tt1103153,98159963
80000000,tt1375670,271430189
35000000,tt1179056,115664037
12000000,tt1020558,6814789
38000000,tt1055292,105610124
100000000,tt0947810,94882889
10000000,tt1314655,33583175
3200000,tt1532503,5332926
19000000,tt1216492,29922472
10000000,tt1452628,1068682
100000000,tt1386588,170432927
20000000,tt0985694,31327899
112000000,tt1320261,237382724
36000000,tt1231587,64572262
45000000,tt1139328,60222298
40000000,tt1657507,60965854
20000000,tt1033575,177243185
45000000,tt1634122,160078586
19000000,tt1268799,35387212
28000000,tt1622547,40547440
13000000,tt1189073,5774854
80000000,tt1564367,214918407
25000000,tt1411238,147780440
17000000,tt1214962,12355798
40000000,tt1092026,97552050
250000,tt1758692,3542353
75000000,tt1253864,226904017
120000000,tt0990407,227817248
500000,tt1788391,171760
6000000,tt2103217,31081
44500000,tt1024648,232324128
25000000,tt1601913,77278331
50000000,tt1605630,234989584
65000000,tt1596350,156974557
75000000,tt1336608,59418613
17000000,tt1859650,73244881
22000000,tt2023453,77112176
35000000,tt1656186,2106557
8900000,tt1602620,29844753
42000000,tt1649419,180274123
7000000,tt1855199,48126384
20000000,tt1366365,16863583
3000000,tt1922777,77712439
150000000,tt1077368,245527149
43000000,tt2404463,158674180
3860000,tt1462900,64076736
50000000,tt1428538,224803475
38000000,tt1979320,90247624
12000000,tt2357129,35931410
50000000,tt1691917,219788712
4000000,tt0469021,9800000
150000000,tt2334879,205366737
40000000,tt1661382,44907260
35000000,tt2140373,112544580
38000000,tt1411250,98337295
18000000,tt2167202,10501938
40000000,tt0453562,95020213
22000000,tt2312718,43058898
35000000,tt0882977,42930462
15000000,tt2402157,32556119
110000000,tt1253863,337580051
160000000,tt0831387,529076069
50000000,tt2180411,212902372
33000000,tt2316801,49100000
12000000,tt2582846,307166834
5000000,tt1204977,103590271
50000000,tt1872194,83719388
90000000,tt2333784,206172544
95000000,tt1121096,114178613
15000000,tt2305051,52501541
15000000,tt2980516,123726688
5000000,tt2473682,86362372
65000000,tt1809398,163442937
20000000,tt1791528,11110975
11000000,tt2401097,593683
74000000,tt2279373,311594032
35000000,tt2361509,194564672
30000000,tt1674771,49263404
15000000,tt2884018,12601706
55000000,tt2719848,203427584
150000000,tt3332064,128388320
99000000,tt2452042,246233113
8000000,tt1178665,35991087
175000000,tt1979388,331926147
30000000,tt2080374,34441873
80000000,tt2510894,473226958
40000000,tt2561572,111811453
8500000,tt1666801,43528634
140000000,tt2404233,150680864
22000000,tt0475290,63647656
60000000,tt3263904,238470033
90000000,tt2404435,162360636
25000000,tt4276820,23964782
125000000,tt2094766,240697856
40000000,tt3774114,37279439
65000000,tt2788732,143695338
40000000,tt3522806,125729635
15000000,tt1179933,108286421
8820000,tt5700672,87547518
50000000,tt1489889,216972543
40000000,tt2005151,86234523
4000000,tt4975722,65046687
35000000,tt4438848,108758521
13000000,tt4540710,9101546
43000000,tt3416532,46652768
19000000,tt3531824,85241496
4000000,tt0457513,31584901
52000000,tt0452594,204999686
72500000,tt0415306,162966177
50000000,tt0449089,87528173
20000000,tt0419946,22165608
2000000,tt0367027,5179037
86000000,tt0344854,107944236
35000000,tt0401445,42064105
20000000,tt0462519,17807569
21000000,tt0389557,26193068
25000000,tt0466909,119188334
75000000,tt0472062,119000410
18000000,tt0884328,57096190
7500000,tt0467406,231411584
150000000,tt0396555,169332978
39000000,tt0465602,26820641
80000000,tt0427392,15071514
852510,tt1032846,1185783
10000000,tt0425413,33000000
